,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6587,Power Pro Kun Pocket 2,GB,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.0,0.25
6588,Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0.0,0.08,0.25
6589,Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,0.2,0.05,0.0,0.0,0.25
6590,Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0.0,0.03,0.25
6591,Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0.0,0.02,0.25
6592,Final Fantasy II,WS,2001,Role-Playing,SquareSoft,0.0,0.0,0.25,0.0,0.25
6593,Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,0.2,0.03,0.0,0.02,0.25
6594,Wayne Gretzky's 3D Hockey '98,N64,1997,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25
6595,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.25
6596,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.04,0.0,0.03,0.25
6597,Dreamworks Madagascar Kartz,X360,2009,Racing,Activision,0.14,0.09,0.0,0.02,0.25
6598,WipEout Fusion,PS2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25
6599,Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0.0,0.02,0.25
6600,Tennis no Oji-Sama: Genius Boys Academy,GBA,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.01,0.25
6601,Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.25
6602,Tomb Raider: Underworld (Others sales),PS2,2009,Adventure,Eidos Interactive,0.0,0.21,0.0,0.04,0.25
6603,MRC: Multi-Racing Championship,N64,1997,Racing,Ocean,0.2,0.05,0.0,0.0,0.25
6604,NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0.0,0.0,0.02,0.25
6605,Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.25
6606,Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.11,0.03,0.06,0.05,0.25
6607,Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment,0.18,0.07,0.0,0.0,0.25
6608,Caesars Palace II,PS,1998,Misc,Interplay,0.14,0.09,0.0,0.02,0.25
6609,Dune 2000,PS,1999,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25
6610,Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,0.18,0.07,0.0,0.0,0.25
6611,Kung Fu Panda 2,X360,2011,Action,THQ,0.16,0.07,0.0,0.02,0.25
6612,J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,0.07,0.14,0.0,0.04,0.25
6613,Littlest Pet Shop: Country Friends,DS,2009,Simulation,Electronic Arts,0.23,0.0,0.0,0.02,0.25
6614,Teen Titans,PS2,2006,Action,THQ,0.12,0.1,0.0,0.03,0.25
6615,Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0.0,0.02,0.25
6616,NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0.0,0.01,0.25
6617,The Simpsons: Road Rage,GC,2001,Racing,Electronic Arts,0.19,0.05,0.0,0.01,0.25
6618,Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.06,0.16,0.0,0.03,0.25
6619,Secret Weapons Over Normandy,XB,2003,Simulation,LucasArts,0.19,0.05,0.0,0.01,0.25
6620,Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0.0,0.25
6621,Nickelodeon Party Blast,GC,2002,Misc,Atari,0.19,0.05,0.0,0.01,0.25
6622,XIII,XB,2003,Shooter,Ubisoft,0.16,0.08,0.0,0.01,0.25
6623,Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,Activision,0.17,0.04,0.0,0.04,0.25
6624,UEFA Euro 2008 Austria-Switzerland,PSP,2008,Sports,Electronic Arts,0.06,0.13,0.0,0.06,0.25
6625,Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.06,0.16,0.0,0.03,0.25
6626,Choro Q2,PS,1997,Racing,Takara,0.0,0.0,0.23,0.02,0.25
6627,Spy Kids Challenger,GBA,2002,Platform,Disney Interactive Studios,0.18,0.07,0.0,0.0,0.25
6628,Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.25
6629,Disney's A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.22,0.01,0.0,0.02,0.25
6630,Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0.0,0.02,0.25
6631,L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0.0,0.04,0.25
6632,Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0.0,0.06,0.25
6633,SpongeBob's Truth or Square (US sales),X360,2009,Action,THQ,0.25,0.0,0.0,0.0,0.25
6634,Dynasty Warriors 6 (JP sales),PS2,2008,Action,Tecmo Koei,0.0,0.0,0.25,0.0,0.25
6635,Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0.0,0.02,0.25
6636,World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0.0,0.01,0.25
6637,X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.08,0.0,0.03,0.25
6638,Ice Age 2: The Meltdown,GBA,2006,Platform,Vivendi Games,0.18,0.07,0.0,0.0,0.25
6639,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,0.19,0.05,0.0,0.01,0.25
6640,ATV: Quad Power Racing,GBA,2002,Racing,Liquid Games,0.18,0.07,0.0,0.0,0.25
6641,NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0.0,0.0,0.25
6642,Bionicle: Matoran Adventures,GBA,2002,Platform,Electronic Arts,0.18,0.07,0.0,0.0,0.25
6643,Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25
6644,Gex 64: Enter the Gecko,N64,1998,Action,GT Interactive,0.2,0.05,0.0,0.0,0.25
6645,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005,Racing,Codemasters,0.0,0.25,0.0,0.0,0.25
6646,U-Sing: Girls Night,Wii,2010,Misc,Mindscape,0.0,0.21,0.0,0.04,0.25
6647,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25
6648,The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25
6649,Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.07,0.0,0.02,0.25
6650,Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,0.18,0.04,0.0,0.03,0.25
6651,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25
6652,MotoGP '07,X360,2007,Racing,THQ,0.23,0.0,0.0,0.02,0.25
6653,Romance of the Three Kingdoms II,SNES,1991,Strategy,Tecmo Koei,0.0,0.0,0.25,0.0,0.25
6654,NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25
6655,Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003,Misc,Disney Interactive Studios,0.12,0.1,0.0,0.03,0.25
6656,Dood's Big Adventure,Wii,2010,Platform,THQ,0.22,0.01,0.0,0.02,0.25
6657,X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0.0,0.02,0.25
6658,X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,0.19,0.05,0.0,0.01,0.25
6659,Netsu Chu! Pro Yakyuu 2002,PS2,2002,Sports,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25
6660,Penny Racers,PS,1996,Racing,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.25
6661,Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.25
6662,Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.25
6663,Sentimental Graffiti,SAT,1998,Adventure,NEC Interchannel,0.0,0.0,0.25,0.0,0.25
6664,Armored Core 4,X360,2007,Simulation,505 Games,0.19,0.01,0.03,0.02,0.25
6665,Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.25
6666,Samurai Shodown II,NG,1994,Fighting,SNK,0.0,0.0,0.25,0.0,0.25
6667,Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,0.19,0.05,0.0,0.01,0.25
6668,Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.12,0.0,0.04,0.25
6669,Golden Nugget Casino,GBA,2004,Misc,Majesco Entertainment,0.18,0.07,0.0,0.0,0.25
6670,Kidou Senshi Gundam: Giren no Yabou,SAT,1998,Strategy,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25
6671,Surfing H3O,PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0.0,0.03,0.25
6672,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25
6673,F1 Pole Position 64,N64,1997,Racing,Ubisoft,0.11,0.13,0.0,0.01,0.25
6674,RealSports Football,2600,1981,Sports,Atari,0.24,0.01,0.0,0.0,0.25
6675,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,Nintendo,0.03,0.11,0.1,0.01,0.25
6676,Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,0.13,0.1,0.0,0.02,0.25
6677,Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.25
6678,Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft,0.23,0.0,0.0,0.02,0.25
6679,Up,PS3,2009,Action,THQ,0.15,0.07,0.0,0.03,0.25
6680,Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02,0.25
6681,Desert Falcon,2600,1987,Shooter,Atari,0.24,0.01,0.0,0.0,0.25
6682,Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0.0,0.02,0.25
6683,Pro Yakyuu Team o Tsukurou!,SAT,1998,Sports,Sega,0.0,0.0,0.25,0.0,0.25
6684,F1 2015,XOne,2015,Racing,Codemasters,0.08,0.15,0.0,0.02,0.24999999999999997
6685,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.24999999999999997
6686,X-Men: Destiny,X360,2011,Action,Activision,0.18,0.05,0.0,0.02,0.24999999999999997
6687,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.21,0.02,0.0,0.02,0.24999999999999997
6688,SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,0.12,0.11,0.0,0.02,0.24999999999999997
6689,The Outfit,X360,2006,Action,THQ,0.21,0.02,0.0,0.02,0.24999999999999997
6690,Bolt,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0.0,0.02,0.24999999999999997
6691,Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.24999999999999997
6692,Rock Band Track Pack Volume 2,Wii,2008,Misc,MTV Games,0.21,0.02,0.0,0.02,0.24999999999999997
6693,Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.24999999999999997
6694,F1 2014,X360,2014,Racing,Codemasters,0.08,0.15,0.0,0.02,0.24999999999999997
6695,Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.21,0.02,0.0,0.02,0.24999999999999997
6696,Jumping Flash! 2,PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.24999999999999997
6697,Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,0.15,0.08,0.0,0.02,0.24999999999999997
6698,Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24999999999999997
6699,Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.24999999999999997
6700,Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,0.21,0.02,0.0,0.02,0.24999999999999997
6701,Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0.0,0.02,0.02,0.24999999999999997
6702,Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24000000000000005
6703,Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24000000000000005
6704,Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.14,0.05,0.01,0.04,0.24000000000000002
6705,Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24000000000000002
6706,The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.24000000000000002
6707,Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24000000000000002
6708,Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.1,0.01,0.02,0.24000000000000002
6709,Porky's,2600,1982,Action,20th Century Fox Video Games,0.23,0.01,0.0,0.0,0.24000000000000002
6710,The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.14,0.0,0.03,0.24000000000000002
6711,Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.24000000000000002
6712,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24000000000000002
6713,DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24000000000000002
6714,Homefront,PC,2011,Shooter,THQ,0.11,0.1,0.0,0.03,0.24000000000000002
6715,Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24000000000000002
6716,Hitman: Absolution,PC,2012,Action,Square Enix,0.03,0.17,0.0,0.04,0.24000000000000002
6717,Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24000000000000002
6718,Just Dance Kids 2,PS3,2011,Misc,Ubisoft,0.1,0.1,0.0,0.04,0.24000000000000002
6719,The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24000000000000002
6720,Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03,0.24000000000000002
6721,Rock Band Track Pack Volume 1,Wii,2008,Misc,MTV Games,0.17,0.05,0.0,0.02,0.24000000000000002
6722,TrackMania: Build to Race,Wii,2010,Racing,Focus Home Interactive,0.1,0.11,0.0,0.03,0.24000000000000002
6723,Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.24000000000000002
6724,Asphalt: Injection,PSV,2011,Action,Ubisoft,0.14,0.06,0.0,0.04,0.24000000000000002
6725,Super Robot Taisen D,GBA,2003,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.24000000000000002
6726,Ashes Cricket 2009,Wii,2009,Sports,Codemasters,0.0,0.23,0.0,0.01,0.24000000000000002
6727,G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24000000000000002
6728,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24000000000000002
6729,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.13,0.0,0.03,0.24000000000000002
6730,Densetsu no Stafi 3,GBA,2004,Platform,Nintendo,0.0,0.0,0.23,0.01,0.24000000000000002
6731,The Club,PS3,2008,Shooter,Sega,0.14,0.07,0.0,0.03,0.24000000000000002
6732,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.04,0.24000000000000002
6733,Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0.0,0.01,0.24
6734,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.18,0.04,0.0,0.02,0.24
6735,Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0.0,0.02,0.24
6736,Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24
6737,Dora the Explorer: Journey to the Purple Planet,PS2,2005,Adventure,Global Star,0.12,0.09,0.0,0.03,0.24
6738,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6739,God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6740,Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.13,0.09,0.0,0.02,0.24
6741,Pictionary: Ultimate Edition,PS3,2011,Misc,THQ,0.15,0.06,0.0,0.03,0.24
6742,Summon Night 3,PS2,2003,Role-Playing,Banpresto,0.0,0.0,0.24,0.0,0.24
6743,Rock Band Country Track Pack,X360,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.24
6744,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24
6745,NHRA Championship Drag Racing,PS2,2005,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24
6746,Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
6747,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24
6748,Colony Wars: Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.24
6749,Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24
6750,Dragon Ball Z: Sagas,XB,2005,Fighting,Atari,0.18,0.05,0.0,0.01,0.24
6751,Army Men: Air Combat,N64,2000,Action,3DO,0.19,0.05,0.0,0.0,0.24
6752,Galaga: Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02,0.24
6753,Big Family Games,Wii,2009,Misc,THQ,0.0,0.22,0.0,0.02,0.24
6754,Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
6755,Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003,Action,Sony Computer Entertainment,0.0,0.0,0.24,0.0,0.24
6756,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24
6757,Pro Yaky? Spirits 2010,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6758,Dance Dance Revolution: Disney Channel Edition,PS2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24
6759,Imagine: Zookeeper,DS,2009,Simulation,Ubisoft,0.16,0.06,0.0,0.02,0.24
6760,Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,0.19,0.03,0.0,0.02,0.24
6761,NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24
6762,M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.24
6763,Midway's Greatest Arcade Hits Volume 1,N64,2000,Misc,Midway Games,0.19,0.05,0.0,0.0,0.24
6764,SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
6765,The Incredible Hulk,DS,2008,Action,Sega,0.22,0.0,0.0,0.02,0.24
6766,Catz,GBA,2005,Simulation,Ubisoft,0.18,0.06,0.0,0.0,0.24
6767,Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.24
6768,Vexx,PS2,2003,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24
6769,Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6770,Forsaken,PS,1998,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02,0.24
6771,Command & Conquer 3: Kane's Wrath,X360,2008,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24
6772,Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24
6773,Wizards of Waverly Place: Spellbound,DS,2010,Misc,Disney Interactive Studios,0.16,0.06,0.0,0.02,0.24
6774,Super Monkey Ball Deluxe,PS2,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24
6775,Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24
6776,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.24
6777,XS Airboat Racing,PS,2002,Racing,XS Games,0.13,0.09,0.0,0.02,0.24
6778,Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.22,0.0,0.0,0.02,0.24
6779,Are You Smarter than a 5th Grader? Game Time,DS,2009,Puzzle,THQ,0.22,0.0,0.0,0.02,0.24
6780,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24
6781,Juiced 2: Hot Import Nights,DS,2007,Racing,THQ,0.22,0.0,0.0,0.02,0.24
6782,NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.24
6783,Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,0.12,0.09,0.0,0.03,0.24
6784,Burnout 2: Point of Impact,XB,2003,Racing,Acclaim Entertainment,0.18,0.05,0.0,0.01,0.24
6785,The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft,0.22,0.0,0.0,0.02,0.24
6786,Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24
6787,WRC: World Rally Championship,PS2,2001,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24
6788,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24
6789,Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.11,0.11,0.0,0.02,0.24
6790,Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,0.24
6791,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,0.12,0.1,0.0,0.02,0.24
6792,Paws & Claws: Pet Resort,DS,2008,Simulation,THQ,0.22,0.0,0.0,0.02,0.24
6793,Jikkyou Powerful Pro Yakyuu 15,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6794,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0.0,0.05,0.24
6795,Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.22,0.0,0.0,0.02,0.24
6796,Britney's Dance Beat,PS2,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24
6797,Hotel for Dogs,DS,2008,Simulation,505 Games,0.22,0.0,0.0,0.02,0.24
6798,Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,0.12,0.09,0.0,0.03,0.24
6799,Asura's Wrath,X360,2012,Action,Capcom,0.15,0.06,0.01,0.02,0.24
6800,Sakura Wars: Atsuki Chishio Ni,PS2,2003,Role-Playing,Sega,0.0,0.0,0.24,0.0,0.24
6801,The Hobbit,XB,2003,Platform,Vivendi Games,0.18,0.05,0.0,0.01,0.24
6802,South Park: Chef's Luv Shack,N64,1999,Misc,Acclaim Entertainment,0.19,0.05,0.0,0.0,0.24
6803,Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24
6804,Deca Sports 3,Wii,2010,Sports,Hudson Soft,0.15,0.07,0.0,0.02,0.24
6805,Paperboy,N64,1999,Action,Midway Games,0.19,0.05,0.0,0.0,0.24
6806,4x4 EVO 2,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24
6807,The Godfather (US & Others sales),X360,2006,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24
6808,FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6809,Mobile Suit Gundam Battlefield Record U.C.0081,PS3,2009,Action,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6810,Disney Stitch Jam,DS,2009,Misc,Disney Interactive Studios,0.08,0.0,0.16,0.0,0.24
6811,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6812,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24
6813,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.24
6814,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.24
6815,Monster Jam,PS2,2007,Racing,Activision,0.12,0.09,0.0,0.03,0.24
6816,Lego Star Wars: The Force Awakens,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24
6817,NCAA March Madness 2004,XB,2003,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6818,Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.12,0.1,0.0,0.02,0.24
6819,Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.02,0.04,0.02,0.24
6820,Scrabble (Others sales),DS,2009,Puzzle,Ubisoft,0.0,0.24,0.0,0.0,0.24
6821,Pitfall: The Big Adventure,Wii,2008,Adventure,Activision,0.2,0.02,0.0,0.02,0.24
6822,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.24
6823,My Street,PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24
6824,Guitar Hero Live,X360,2015,Misc,Activision,0.12,0.1,0.0,0.02,0.24
6825,MX vs. ATV Reflex,PSP,2009,Racing,THQ,0.18,0.03,0.0,0.03,0.24
6826,Ready 2 Rumble Boxing: Round 2,N64,2000,Fighting,Midway Games,0.19,0.05,0.0,0.0,0.24
6827,NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.24
6828,Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.24
6829,Lunar: Silver Star Harmony,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.03,0.02,0.24
6830,G-Police,PS,1997,Action,Psygnosis,0.13,0.09,0.0,0.02,0.24
6831,Final Fantasy Type-0,XOne,2015,Role-Playing,Square Enix,0.15,0.07,0.0,0.02,0.24
6832,Pro Yaky? Spirits 2011,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6833,Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0.0,0.02,0.24
6834,Ben 10 Ultimate Alien: Cosmic Destruction,PSP,2010,Platform,D3Publisher,0.1,0.09,0.0,0.05,0.24
6835,Total War: Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.24
6836,Cars: Mater-National Championship,PS2,2007,Racing,THQ,0.12,0.09,0.0,0.03,0.24
